"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Want to know about fertilizers spray on  crop ?","Recommended for Spray of Sujla NPK 19-19-19  @ 100 gm./pump..","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 10:29:37.087"
"RABI","AGRICULTURE","Others","Others","Market Information","Want to registration of SMS on My Mobile Number ?","We have activate the SMS facility of on your mobile Number..","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-01 10:47:34.813"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","farmer want to know information about What are fertilizer doses in WHEAT crop?","Urea = 210. KG., DAP = 130. Kg., Muriate of potash = 65. Kg. and zinc sulphate 25 kg   Use per hectare.","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-01 10:49:58.047"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in wheat crop?","Recommended for Mancozeb 63% + Carbendazim 12% WP 40  gram at 15 liter of water.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-01 11:12:45.230"
"RABI","AGRICULTURE","Others","Others","Weather","Farmer want to know information about  weather forecast ?","01/12               02/12               03/12               04/12               05/12
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-01 12:11:58.507"
"RABI","AGRICULTURE","Others","Others","Government Schemes","farmer want to know information about how to control wild animals?","to control wild animals spray product taar","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-01 12:58:29.613"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Farmer  want number activate in USSD facility ?","your number is resisterd in USSD facility","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-01 13:16:50.223"
"RABI","AGRICULTURE","Others","Others","Market Information","Farmer  want number activate in sms facility ?","your number is resisterd in sms facility","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-01 13:24:34.677"
"RABI","AGRICULTURE","Others","Others","Government Schemes","farmer wants to information of government schemes ?","for better information please contact with R.A.E.O.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 14:12:20.700"
"RABI","HORTICULTURE","Fruits","Papaya","Seeds and Planting Material","Farmer want to know about Varieties of papaya crop?","Varieties of papaya 
Co 1, Co 2, Co 3, Co 4, Co 5, Co 6, Co 7, Coorg Honey dew and Surya.
Co 3, Co 7 and Surya are gynodioecious (bisexual + female) types highly suitable for table purpose and Co 2, Co 5 and Co 6 are dual-purpose varieties for table and papain production.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 14:20:21.820"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Which fertilizer  give for better growth in wheat crop?","spray iffco npk 19:19:19 @ 100 gram/pump.","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-01 14:30:11.880"
"RABI","HORTICULTURE","Fruits","Orange","	Plant Protection	","farmer want to know information about How to control white fly in CITRUS crop?","Spray of  Dimethoate (Rogar) 30 ml per  16 litre of water  pump.","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-01 14:43:34.550"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Which fertilizer and nutrient give for better growth in wheat crop?","Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 15:07:33.780"
"RABI","AGRICULTURE","Cereals","Wheat","Weed Management","weed management in wheat ?","sulphosulfuron 75 % WG 13.5 gram/acre","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-01 15:26:25.340"
"RABI","HORTICULTURE","Fruits","Acid Lime","	Plant Protection	","lime flowering problem ?","spray projibb @ 2 gm / 100 liter .","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 15:45:24.103"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","farmer want to know information about  how to increase growth of  wheat?","Ans:- recommended for foliar application of N.P.K 19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 16:02:53.210"
"RABI","AGRICULTURE","Others","Others","Market Information","Which fertilizer and nutrient give for better growth in wheat crop?","Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 16:08:56.853"
"RABI","AGRICULTURE","Others","Others","Weed Management","farmer want to weed control in wheat crop ?","Spray Isoproturon 1kg/ha as 500 liter of water 30 days after sowing","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 16:36:30.607"
"RABI","AGRICULTURE","Others","Others","Market Information","Farmer wants to start mandi rate facility on mobile phone?","Mandi rate facility has been successfully activated on your mobile phone.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 16:41:39.850"
"RABI","AGRICULTURE","Others","Others","Weather","Farmer wants to know information about  weather  forecast ?","no chance of rainfall in your district.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 17:00:53.600"
"RABI","HORTICULTURE","Condiments and Spices","Garlic","Fertilizer Use and Availability","Which fertilizer and nutrient give for better growth in garlic crop?","Recommended for Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 17:13:38.387"
"RABI","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","farmer want to know information about how to control sucking pest in masur  crop?","•dimethoate 30 EC 500 ml/ha","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-01 17:30:46.470"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","farmer want to know information about How to control of fungal attack in wheat crop?","use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 18:47:12.943"
"RABI","AGRICULTURE","Others","Others","	Plant Protection	","farmer want to know information about How to control of fungal attack in crop ?","spray mencojeb + carbandazim 45 gram and steptrocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-01 19:24:06.093"
"RABI","AGRICULTURE","Others","Others","Weather","farmer want to weather information of district?","No rainfall chance in your district and weather will some cloudy at next 5 days weather will some cloudy.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 19:32:06.003"
"RABI","AGRICULTURE","Others","Others","Weather","Weather forecasting for Ujjain district of Madhya Pradesh?","No rainfall within 10 days in your district.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 19:50:10.930"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information ?","chance of no  rainfall next five days.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-01 20:46:13.903"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","weed management in wheat?","2,4-D @ 300 g /acre on 20-25 DAS, using Backpack/Knapsack/Rocker sprayer fitted with a flat fan nozzle using 200 litres of water/ha.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 07:28:15.457"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Which fertilizer and nutrient give for better growth in wheat crop?","Recommended for spray foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 08:25:32.240"
"RABI","AGRICULTURE","Others","Others","Weather","farmer want to mandi rate registration ?","your mandi rate registration complete.","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-02 09:00:34.140"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Want to know about govt. scheme ?","please contact RAEO/ADO for more information ..","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 09:04:20.173"
"RABI","AGRICULTURE","Others","Others","Market Information","farmer want to know information about mandi registration ?","your number is ragistared","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 09:04:57.820"
"RABI","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","How to control of fungal attack in lentil crop?","Recommended for Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram d 15 liter of water.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 09:10:28.740"
"RABI","AGRICULTURE","Others","Others","Market Information","farmer want to know information about mandi registration ?","your number is ragistared","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-02 09:17:05.007"
"RABI","HORTICULTURE","Vegetables","Onion","	Plant Protection	","How to control of fungal attack in onion crop?","Metalaxyl 8% + Mancozeb 64% WP(Metalicmix)30 gram /pump","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 10:20:29.987"
"RABI","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","Farmer want to information about how to control of fungal attack in coriander crop","Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 10:27:33.760"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Fertilizer dose in wheat crop?","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 10:45:41.380"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Fertilizer dose in wheat crop?","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 10:47:16.577"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Fertilizer dose in wheat crop?","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 10:47:22.270"
"RABI","AGRICULTURE","Cereals","Wheat","	Field Preparation	","farmer want to know information about Which non selective herbicide use in field?","Spray  of Glyphosate 41% SL 100 ml per pump.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 11:16:25.790"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in wheat crop?","Recommended for Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 11:29:03.430"
"RABI","HORTICULTURE","Vegetables","Onion","	Plant Protection	","farmer want to know information about How to control weeds in onion crop?","Spray of oxyflorfin 10 ml at per pump.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 11:32:45.577"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Fertilizer dose in wheat crop?","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 12:09:53.853"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","foliar spray in wheat?","ans. 30 ml zyme +  NPK 19:19::19     100 g   /pump","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 12:38:24.477"
"RABI","AGRICULTURE","Cereals","Wheat","	Field Preparation	","farmer want to know information about fungal attack ?","Use copper oxy chloride  50% w  45 gram and steptrocyclin  90% w/w 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 12:54:07.180"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in wheat crop?","Recommended for thofinet mithail 30 gram, spreder ( Apsa 80, Dhanuwid, Sandovid)10 ml per pump..","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 13:22:41.817"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in wheat crop?","Recommended for thofinet mithail 30 gram, spreder ( Apsa 80, Dhanuwid, Sandovid)10 ml per pump..","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 13:23:01.193"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in wheat crop?","Recommended for thofinet mithail 30 gram, spreder ( Apsa 80, Dhanuwid, Sandovid)10 ml per pump..","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 13:23:18.543"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","how to increase growth of wheat ?","Ans:-  foliar application of IFFCO 19:19:19 water soluble fertilizer @ 2kg / acar.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 14:05:14.670"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Farmer want to information about how to control of fungal attack in Gram crop?","Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 14:10:08.143"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","How to control of fungal attack in WHEAT CROP ?","Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 14:25:14.140"
"RABI","HORTICULTURE","Fruits","Orange","	Plant Protection	","Farmer want to know information about  MARKET PRICE OF ORANGE ?","DUE TO SOME PROBLEM MARKET PRICE NOT DISPLY .","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 14:37:06.407"
"RABI","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","farmer want to know information about How to control of fungal attack in coriandar crop?","recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 15:39:25.427"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Which fertilizer and nutrient give for better growth in wheat crop?
.","Recommended for Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-02 15:40:26.313"
"RABI","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION INFORMATION ?","03/12               04/12               05/12               06/12               07/12
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-02 15:44:56.730"
"RABI","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","farmer want to know information about How to control of fungal attack in coriandar crop?","recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 15:48:54.140"
"RABI","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","farmer want to know information about How to control of fungal attack in coriandar crop?","recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 15:50:44.893"
"RABI","HORTICULTURE","Vegetables","Onion","	Plant Protection	","How to control of fungal attack in ONION crop?","Recommended for Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 15:54:07.297"
"RABI","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","How to control weeds in onion crop?","Spray oxyflorfin 10 ml at per pump.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 16:25:01.440"
"RABI","AGRICULTURE","Others","Others","Market Information","farmer want to add mandi rates?","mandi rates has been updated successfully","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 16:27:13.937"
"RABI","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","how  I can  improve growth.","SPRAY NPK 19:19:19 @ 2.25 Kg/ acar dissolve in 150 litre of water.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 16:32:34.030"
"RABI","AGRICULTURE","Others","Others","Weather","Tell me weather information .","Chance of no rain next five days.","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-02 16:36:13.387"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want to know information about how to control sucking pest in gram crop?","•	dimethoate 30 EC 500 ml/ha","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-02 16:39:28.237"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Fertilizer dose in wheat crop?","Urea 180 kg, DAP 120 kg and MOP 50 kg per hac","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 17:19:43.787"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Fertilizer dose in wheat crop?","Urea 180 kg, DAP 120 kg and MOP 50 kg per hac","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-02 17:21:36.383"
"RABI","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Which fertilizer and nutrient give for better growth in tomato crop?","Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 18:03:28.270"
"RABI","AGRICULTURE","Others","Others","Market Information","your mobile no. ragisterd mandi rate.","farmer want to mandi rate activation ?.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 18:10:03.800"
"RABI","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather?","no chance of rainfall for next five days.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 18:32:20.153"
"RABI","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","farmer want to know information about How to control of fungal attack in MASUR crop?","recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 18:34:43.560"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","farmer want to know information about  how to increase growth of  WHEAT?","Ans:- recommended for foliar application of N.P.K.19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 19:50:08.900"
"RABI","HORTICULTURE","Vegetables","Potato","	Plant Protection	","farmer want to know information about How to control of fungal attack in  potato crop ?","Use copper oxy chloride  50% w  45 gram and steptrocyclin  90% w/w 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-02 19:59:30.040"
"RABI","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather?","no chance of rainfall for next five days","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-02 20:24:02.020"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information about MANDI REGISTRATION ?","You have been registered for market information from kisaan call center","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-02 20:34:20.643"
"RABI","AGRICULTURE","Others","Others","Market Information","Farmer wants to start mandi rate facility on mobile phone?","Mandi rate facility has been successfully activated on your mobile phone.","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-02 21:38:29.817"
"RABI","HORTICULTURE","Vegetables","Onion","Seeds and Planting Material","VARIETIES OF ONION ?","NASIK RED , ARKA KALYAN","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 07:18:40.190"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","how to control the weeds of wheat ?","Spray the solution of Sulphosulfuron 75% WDG  @ 34 gram/ha in 250- 300 liters of water /ha.or Metaveer  (Metribuzin 70 % WP) 250 gram/ hac in at least 500 liters of water /ha. or 2,4- D sodium salt and Isoproteuran @ 1.5 kg / hac in 600- 700lit of water.","MADHYA PRADESH","RAJGARH","BIAORA                                            ","2014-12-03 09:16:58.850"
"RABI","HORTICULTURE","Fruits","Citrus","	Plant Protection	","how to control the black fly in citrus?","Spray the solution of Monocrotophose @ 1.5 ml/lit or Acephate @ 2gm/lit or Imidacloprid @ 3.2 ml/10 lit of water","MADHYA PRADESH","RAJGARH","ZIRAPUR                                           ","2014-12-03 10:31:59.730"
"RABI","AGRICULTURE","Cereals","Wheat","Weather","weather report ?","Rajgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Fri afternoon, min 19°C on Fri night). Wind will be generally light.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 10:34:11.290"
"RABI","HORTICULTURE","Vegetables","Onion","	Plant Protection	","varieties of onion ?","arka kalian , Nasik red","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 10:37:03.183"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Which fertilizer and nutrient give for better growth in wheat crop?","Recommended for spray foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-03 11:00:17.267"
"RABI","HORTICULTURE","Condiments and Spices","Coriander","	Plant Protection	","what is fertilizer dose of coriander crop ?","Urea130 ,Super Phosphate 250, Potash 33 kilogram per hectore FOR coriander CROP .","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 11:06:55.197"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Fertilizer Use and Availability","how to control tobacco caterpillar of Bengal gram crop ?","Recommended for spray Profenophos 40% + Cypermethrin 4% EC(Rocket or  Poltrin –or , Veercombi-4 )@ 40 ml /pump","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 11:11:19.957"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","farmer want to know information about Seed treatment in GRAM  crop.","Use bavastim 3 gm per kg of seed","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-03 11:16:22.020"
"RABI","AGRICULTURE","Others","Others","	Plant Protection	","farmer want to control Early blight in potato crop ?","Early blight- Mancozeb 30 g at 45, 60 and 75 days after planting.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 11:34:05.550"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Recommended for Please contact your RAEO","???? ???????? ?????? ?? ??????? ??? ??????? ???? ??????? ??????? ?? ?????? ???","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-03 11:59:26.480"
"RABI","AGRICULTURE","Others","Others","Government Schemes","Want to know about govt. scheme ?","please contact RAEO/ADO for more information ..","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-03 12:56:50.733"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Which fertilizer and nutrient give for better growth in wheat crop?","Recommended for spray foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","RAJGARH","KHILCHIPUR                                        ","2014-12-03 12:58:22.053"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","Want to know about fertilizers spray on  crop ?","Recommended for Spray of Sujla NPK 19-19-19  @ 100 gm./pump..","MADHYA PRADESH","RAJGARH","SARANGPUR                                         ","2014-12-03 12:59:21.903"
"RABI","AGRICULTURE","Others","Others","	Plant Protection	","farmer want to know information about HOW TO CONTROL CATTERPILLAR IN GRAM  CROP?","spray indoxacarb (awant) @ 10 ml/pump 15 liter of water.","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 13:22:41.237"
"RABI","AGRICULTURE","Others","Others","Weather","Farmer want to know information about weather forecasting?","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              04/12               05/12               06/12               07/12               08/12
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-03 13:27:15.203"
"RABI","AGRICULTURE","Others","Others","Market Information","farmer want to know information mandi rate ?","your number registered for mandi rate","MADHYA PRADESH","RAJGARH","RAJGARH                                           ","2014-12-03 13:29:43.770"
"RABI","HORTICULTURE","Condiments and Spices","Garlic","	Plant Protection	","farmer want to know information about How to control of fungal attack in crop ?","Use copper oxy chloride  50% w  45 gram and steptrocyclin  90% w/w 2 gram at 15 liter of water","MADHYA PRADESH","RAJGARH","NARSINGHGARH                                      ","2014-12-03 14:12:32.167"
