"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"RABI","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","insect problem","spray dimethoate @ 1 ml / lt of water","BIHAR","KAIMUR","BHABUA                                            ","2014-12-08 08:54:17.963"
"RABI","HORTICULTURE","Vegetables","Brinjal","Seeds and Planting Material","Seed treatment","Treat the seeds with Trichoderma viride @ 4 g / kg or Pseudomonas fluorescens @ 10 g / kg of seed. Treat the seeds with Azospirillum @ 40 g / 400 g of seeds using rice gruel as adhesive. Irrigate with rose can. In raised nursery beds, sow the seeds in lines at 10 cm apart and cover with sand. Transplant the seedlings 30 – 35 days after sowing at 60 cm apart in the ridges.","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-08 12:21:00.467"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Insect problems","Spray imidacloroprid @ 1 ml in 3 litre of water","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-08 13:11:21.227"
"RABI","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","today cool weather but no chance rain","BIHAR","KAIMUR","BHABUA                                            ","2014-12-09 06:19:25.640"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","VARIETIES OF WHEAT","VARIETIES OF WHEAT- PBW-343, PBW-373, PBW-502, PBW-154, HD-2733, UP-262,","BIHAR","KAIMUR","KUDRA                                             ","2014-12-09 12:02:55.927"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","today and tomorrow no chance of rain","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-09 12:16:25.493"
"RABI","AGRICULTURE","Cereals","Wheat","Fertilizer Use and Availability","FERTILIZER USE IN WHEAT","FERTILIZER USE IN WHEAT- N P K-120, 60, 40 KG/HACT","BIHAR","KAIMUR","BHABUA                                            ","2014-12-09 12:16:37.860"
"RABI","HORTICULTURE","Vegetables","Onion","Seeds and Planting Material","about good variety of onion crops","about good variety of onion crops- good variety of onion crops- pusa red, pusa ranagar, punjab red,hisar-2, pusa safed chapta , seed rate- 8 se 10 kg/hactare.","BIHAR","KAIMUR","NUAON                                             ","2014-12-09 12:58:14.333"
"RABI","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","today cloudy weather but no chance rain","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-09 13:15:01.457"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","NO  chance of rain","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-10 10:01:01.527"
"JAYAD","HORTICULTURE","Vegetables","Cucumber","Crop Insurance","Fertilizer recommendation-","Fertilizer recommendation-
wheat
 Urea-2.48kg\173kg
 dap -1.2kg/85kg
Potash-1kg\ kathha70kg\heq","BIHAR","KAIMUR","CHAND                                             ","2014-12-10 14:36:28.193"
"KHARIF","HORTICULTURE","Vegetables","Pointed Gourd","	Plant Protection	","LATE BLIGHT IN POTATO","SPRAY RIDOMIL OR SAFF 2GRAM/LIT OF WATER","BIHAR","KAIMUR","BHABUA                                            ","2014-12-11 09:11:22.817"
"RABI","AGRICULTURE","Others","Others","Weather","Weather query","Very low Cloudy weather in your area no chance of rain","BIHAR","KAIMUR","BHABUA                                            ","2014-12-11 10:26:58.097"
"RABI","AGRICULTURE","Others","Others","Weather","Weather query","Very low Cloudy weather in your area no chance of rain","BIHAR","KAIMUR","CHAND                                             ","2014-12-11 11:39:35.350"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","DURGAWATI                                         ","2014-12-11 14:06:40.543"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","yellowing of leaves","Spray mancozeb @ 2g/lit of water","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-12 06:25:24.937"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","Insect infestation","APPLY CARBOFURON @ 2 KG/ ACRE","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-12 09:02:40.710"
"RABI","HORTICULTURE","Vegetables","Carrot","	Plant Protection	","yellowing of leaves","Spray mancozeb @ 2g/lit of water","BIHAR","KAIMUR","DURGAWATI                                         ","2014-12-12 10:12:18.713"
"RABI","AGRICULTURE","Pulses","Lentil (Masur)","	Plant Protection	","wilt disease in masur","wilt disease in masur Spray mencozeb @ 2g/lit of water","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-12 11:00:27.797"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","weather in your area but no chance of rain","BIHAR","KAIMUR","BHABUA                                            ","2014-12-12 16:52:24.083"
"RABI","HORTICULTURE","Vegetables","Cauliflower","Nutrient Management","more vegetative growth","spray leyosin @ 2 ml / liter of water","BIHAR","KAIMUR","KUDRA                                             ","2014-12-13 06:44:41.083"
"RABI","AGRICULTURE","Cereals","Wheat","	Field Preparation	","FERTILIZER DOSE IN WHEAT","FERTILIZER DOSE IN WHEAT -  APPLY UREA @ 120 KG/HA , DAP @ 130 KG/HA , MOP - 70 KG/HA AT THE TIME OF LAND PREPARATION AND APPLY UREA @ 120 KG/HA AT THE TIME OF FIRST IRRIGATION","BIHAR","KAIMUR","BHABUA                                            ","2014-12-13 10:03:24.537"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","tomarrow litle chance of rain in your area","BIHAR","KAIMUR","RAMPUR                                            ","2014-12-13 10:27:07.457"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","tomarrow litle chance of rain in your area","BIHAR","KAIMUR","RAMPUR                                            ","2014-12-13 10:27:26.900"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","weed management of wheat","spray isoproturan @ 750gm + 2 4 D @ 1.21 lit. in 700-800 liter of water and apply  25-30 day after of sowing","BIHAR","KAIMUR","KUDRA                                             ","2014-12-13 17:49:19.930"
"RABI","AGRICULTURE","Others","Others","Weather","WEATHER","today cloudy weather","BIHAR","KAIMUR","CHAND                                             ","2014-12-13 18:04:15.667"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Chance of precipitation to some extent in area your","BIHAR","KAIMUR","RAMGARH                                           ","2014-12-14 15:32:15.057"
"RABI","AGRICULTURE","Cereals","Wheat","	Field Preparation	","Weather query","Very low Cloudy weather in your area no chance of rain","BIHAR","KAIMUR","NUAON                                             ","2014-12-14 16:31:25.813"
"RABI","AGRICULTURE","Others","Others","Weather","weather information","today chance of rain in your area","BIHAR","KAIMUR","RAMGARH                                           ","2014-12-14 18:40:43.930"
"RABI","AGRICULTURE","Others","Others","Weather","weather","today rainfall","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-14 19:04:47.057"
"RABI","AGRICULTURE","Cereals","Wheat","Weed Management","Weedicide in wheat crop","Sulfo-sulfuron @ 13g  in 300 litre water for 1 Acer","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-15 07:16:34.723"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","WEATHER INFORMATION","No rain in your area but clowdy in nature","BIHAR","KAIMUR","KUDRA                                             ","2014-12-15 11:31:14.630"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","WEED IN WHEAT","Spray ISOPROTURON@ 1LT.+ 2,4-D @ 700 GM./HA.","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-16 07:00:50.060"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information ?","Today  litle chance of rain in your area.","BIHAR","KAIMUR","KUDRA                                             ","2014-12-16 07:56:11.570"
"RABI","AGRICULTURE","Cereals","Wheat","Weather","Insect infestation","Spray imidachloprid @ 1ml/3 lit of water *","BIHAR","KAIMUR","RAMGARH                                           ","2014-12-16 12:58:11.750"
"RABI","AGRICULTURE","Cereals","Wheat","Varieties","LATE VARIETIES OF WHEAT-","LATE VARIETIES OF WHEAT- PBW-373,HD -2285, HD-2307, HD-2329, RAJ-3765, DBW-14","BIHAR","KAIMUR","BHABUA                                            ","2014-12-16 14:39:27.587"
"RABI","HORTICULTURE","Vegetables","Cucumber","Spices and Condiment Crops","yellowing of leaves","Spray mencozeb @ 2gm/lit of water","BIHAR","KAIMUR","NUAON                                             ","2014-12-16 15:32:05.150"
"RABI","HORTICULTURE","Vegetables","Cauliflower","	Plant Protection	","Delay in growth","spray boomflower @ 2 ml / lt of water","BIHAR","KAIMUR","BHABUA                                            ","2014-12-17 07:26:50.950"
"RABI","AGRICULTURE","Pulses","Black Gram (urd bean)","	Plant Protection	","Insect problem in mango","Spray QUANALPHOS @ 2ml in one litre of water","BIHAR","KAIMUR","KUDRA                                             ","2014-12-17 11:05:30.543"
"RABI","AGRICULTURE","Cereals","Wheat","Weed Management","weed control in wheat","Sulfosulfuron 75% WG @ 13 gm/acre in 250 litter of water PER ACRE","BIHAR","KAIMUR","KUDRA                                             ","2014-12-17 15:39:46.350"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","Insect problem in GRAM","Spray quanalphos 2 ml in one litre of water","BIHAR","KAIMUR","RAMGARH                                           ","2014-12-19 08:02:21.883"
"RABI","AGRICULTURE","Cereals","Wheat","Weed Management","WEED IN WHRAT","SPRAY 2,4.D @ 2 ML/ LT. OF WATER","BIHAR","KAIMUR","KUDRA                                             ","2014-12-19 11:36:44.587"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","NUAON                                             ","2014-12-19 19:38:03.340"
"RABI","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","INSECT PROBLEM IN BRINJAL","spray  IMIDACHLROPRID @1ML/3LITER OF WATER","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-21 07:24:56.973"
"RABI","HORTICULTURE","Vegetables","Onion","Fertilizer Use and Availability","FERTILIZER MANAGEMENT IN ONION","NPK RATIO COMPOST 200-250,UREA 120 KG P205 80 KG P205 80-100 KG PER HAC.","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-21 07:37:54.177"
"RABI","AGRICULTURE","Cereals","Wheat","Weed Management","WEED PROBLEM IN WHEAT","USE IN 2,4-D @ 2 GRAM PER LITER OF WATER","BIHAR","KAIMUR","NUAON                                             ","2014-12-21 07:52:06.277"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","no rain in your area","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-21 08:44:17.447"
"RABI","AGRICULTURE","Cereals","Wheat","Seeds","VARIETY OF WHEAT","VARIETY OF WHEAT-HD-2733, HP-1761, HD-2967, RAJ-3765, C-306, W-14, K-9107","BIHAR","KAIMUR","DURGAWATI                                         ","2014-12-21 09:13:08.953"
"RABI","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","insect problem","Spray methyl demeton or dimethoate @ 1 ml in one litter of water","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-21 09:50:58.377"
"RABI","HORTICULTURE","Fruits","Mango","	Plant Protection	","FLOWER DROPPING OF MANGO","spray planofix@1ml/4-5lit of water","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-21 17:14:39.137"
"RABI","HORTICULTURE","Fruits","Mango","	Plant Protection	","for growth","spray poshak@2ml/lit of water","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-21 17:15:27.400"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Today
Dec 22

Hazy sun 21°Lo 8° 
more Tue
Dec 23

Hazy sunshine 22°Lo 8° 
more Wed
Dec 24

Hazy sunshine 23°Lo 8° 
more Thu
Dec 25

Hazy","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-22 07:51:32.903"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","	Plant Protection	","DISEASE IN GRAM","SPRAY CARBENDAZIM @ 2GM./LITER OF WATER","BIHAR","KAIMUR","CHAND                                             ","2014-12-22 12:42:06.837"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","insect control","spray cloropyriphos@2ml/lit of water","BIHAR","KAIMUR","RAMPUR                                            ","2014-12-22 20:59:49.590"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","insect problem in wheat plant","Spray malathion @ 2 gram in 1 litre of water","BIHAR","KAIMUR","BHABUA                                            ","2014-12-23 18:27:49.087"
"RABI","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Weather information","Weather information/ Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-24 07:26:58.850"
"RABI","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","Weather information","Weather information/ Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-24 07:28:21.763"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","CHAND                                             ","2014-12-24 13:24:48.133"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-24 13:26:14.173"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information in kaimur","Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","BHAGWANPUR                                        ","2014-12-24 13:33:33.377"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","weedicide of wheat","spray leader @16g/250lit of water","BIHAR","KAIMUR","NUAON                                             ","2014-12-24 16:46:52.107"
"RABI","HORTICULTURE","Vegetables","Potato","	Plant Protection	","late blight of potato","spray mencozeb@2g/lit of water","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-24 18:58:01.040"
"KHARIF","AGRICULTURE","Millets","Buck Wheat (Kaspat)","	Plant Protection	","Weather information","weather in your area but no chance of rain","BIHAR","KAIMUR","KUDRA                                             ","2014-12-25 15:08:12.113"
"JAYAD","HORTICULTURE","Vegetables","Brinjal","	Plant Protection	","yellowing of leaves","spray saaf @ 2 gram/liter of water","BIHAR","KAIMUR","BHABUA                                            ","2014-12-25 15:57:28.133"
"RABI","HORTICULTURE","Vegetables","Cauliflower","	Plant Protection	","insect problem","Spray methyl demeton or dimethoate @ 1 ml in one litter of water","BIHAR","KAIMUR","KUDRA                                             ","2014-12-28 16:28:06.337"
"RABI","AGRICULTURE","Others","Others","	Plant Protection	","Weather information","Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-29 14:19:05.027"
"RABI","AGRICULTURE","Others","Others","Weather","WEATHER INFORMATION","N

E

S

W
  W 6 km/h 
Gusts: 9 km/h 

Low clouds and fog this morning; clouds breaking for some sun this afternoon
 Max UV Index: 4 (Moderate)
Thunderstorms: 0%
Precipitation: 0 mm
Rain: 0 mm
Snow: 0 CM
Ice: 0 mm
Hours of Precipitation: 0 hrs
Hours of Rain: 0 hrs","BIHAR","KAIMUR","MOHANIA                                           ","2014-12-29 18:36:49.790"
"RABI","AGRICULTURE","Others","Others","Weather","Weather information","Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","CHAINPUR                                          ","2014-12-30 15:28:16.970"
"KHARIF","AGRICULTURE","Others","Others","	Plant Protection	","YELLOWING COLOR IN WHEAT","USE ZINCSULPHATE AND UREA","BIHAR","KAIMUR","CHAND                                             ","2014-12-30 15:41:25.350"
"RABI","HORTICULTURE","Vegetables","Onion","	Plant Protection	","WEED PROBLEM IN ONION","USE IN GOAL","BIHAR","KAIMUR","KUDRA                                             ","2014-12-30 17:57:17.410"
"RABI","HORTICULTURE","Vegetables","Cauliflower","	Plant Protection	","Fungal problem","Spray copper oxychloride @ 2 gram in 1 litre of water","BIHAR","KAIMUR","KUDRA                                             ","2014-12-30 18:00:52.460"
"RABI","AGRICULTURE","Cereals","Wheat","	Plant Protection	","first irrigation of wheat","first irrigation of wheat 20-25 das","BIHAR","KAIMUR","BHABUA                                            ","2014-12-31 11:25:58.647"
"RABI","AGRICULTURE","Others","Others","	Plant Protection	","weather infomation","Not as warm with periods of rain
 Max UV Index: 3 (Moderate)
Thunderstorms: 24%
Precipitation: 6 mm
Rain: 6 mm
Snow: 0 CM
Ice: 0 mm
Hours of Precipitation: 3.5 hrs
Hours of Rain: 3.5 hrs","BIHAR","KAIMUR","DURGAWATI                                         ","2014-12-31 15:54:52.163"
"RABI","HORTICULTURE","Vegetables","Brinjal","Weather","Weather information","Very low Cloudy weather in your area but no chance of rain","BIHAR","KAIMUR","KUDRA                                             ","2014-12-31 17:08:51.713"
